Date,NFT,REIT,AAA,TY,BTC,ETH,OIL,GOLD,S&P
1/14/2020,-0.043927791,-0.003972625,0.001391963,1.818,0.080596506,0.140333169,0.002579315,-0.003882495,-0.001515687
1/15/2020,-0.013230623,0.008703874,0.003374417,1.788,-0.002353749,0.00165768,-0.007238915,0.006269208,0.001868409
1/16/2020,0.36891932,0.008087724,-0.001664956,1.809,-0.009494746,-0.011128701,0.012206805,-0.001999291,0.008331742
1/17/2020,0.097888309,0.000817714,-0.001751192,1.836,0.023255339,0.03812813,0.000341705,0.006306733,0.003854706
1/21/2020,0.692183325,0.010184654,0.007412727,1.769,0.010141928,0.015300238,-0.003422317,-0.001540832,-0.002655477
1/22/2020,0.078780878,-0.006732283,0.002454158,1.769,-0.007461951,-0.008302036,-0.027808535,-0.000707009,0.000289046
1/23/2020,0.477661399,0.008162774,0.003079845,1.74,-0.032115368,-0.032401584,-0.0204761,0.005961747,0.001140314
1/24/2020,-1.345671391,-0.003237146,0.005558156,1.681,0.004618933,0.000752317,-0.025506939,0.004145811,-0.009083269
1/27/2020,0.141078598,-0.004624908,0.003937683,1.605,0.035760425,0.01683652,-0.019566449,0.003621466,-0.015855725
1/28/2020,0.480547264,0.003189701,-0.00344633,1.641,0.049140657,0.031326512,0.006377812,-0.004831542,0.01000335
1/29/2020,0.142196276,-0.004154822,0.005782526,1.594,-0.004493659,-0.007512269,-0.002808728,0.000382287,-0.000867223
1/30/2020,-0.205650394,0.001140526,-4.07E-05,1.558,0.020437037,0.053607732,-0.022566616,0.008689364,0.003129454
1/31/2020,0.311246176,-0.012668993,0.001003472,1.52,-0.016805049,-0.024835016,-0.01118623,-0.000378979,-0.017864476
2/3/2020,0.622128231,0.00249602,0.000460717,1.52,-0.00545597,0.00659229,-0.028525589,-0.003607485,0.007228456
2/4/2020,0.403500471,0.010335809,-0.006769457,1.603,-0.012185454,-0.00324161,-0.010028163,-0.017138161,0.014869265
2/5/2020,0.310045669,-0.000150298,-0.003360934,1.649,0.046028348,0.076175949,0.022719192,0.004761607,0.011187823
2/6/2020,-0.014772033,0.004062785,0.002978958,1.644,0.012033085,0.038936451,0.003933142,0.00467515,0.003320129
2/7/2020,0.536737303,-0.000723863,0.00795041,1.578,0.006774835,0.047758146,-0.012442147,0.002233782,-0.005415471
2/10/2020,0.650847104,0.012345621,0.001852792,1.547,-0.026042506,-0.022366996,-0.0150168,0.003881276,0.007299652
2/11/2020,0.48247901,0.00816695,-0.003397152,1.59,0.035052447,0.053688083,0.007436473,-0.005795641,0.001687075
2/12/2020,0.030291005,0.005646942,-0.003640022,1.63,0.011475405,0.118060131,0.024331138,0.001149059,0.006441868
2/13/2020,-0.441056053,0.005349237,0.001617914,1.617,-0.010873763,0.01009601,0.004873779,0.004900567,-0.001631773
2/14/2020,-0.083066599,0.010314031,0.003133204,1.588,0.009523015,0.058382565,0.012177593,0.004813487,0.001841845
2/18/2020,0.268800115,-0.001401824,0.003325091,1.556,0.045575692,0.056848857,0,0.01087138,-0.002924252
2/19/2020,-0.502928012,-0.014103342,-0.001485463,1.57,-0.051449984,-0.081937089,0.023543901,0.004676548,0.004694789
2/20/2020,-0.200847288,0.01218306,0.00226782,1.525,-0.002589266,-0.007009752,0.009152955,0.005645001,-0.00382284
2/21/2020,0.379054978,0.003812853,0.002787224,1.471,0.008081532,0.029230051,-0.007465507,0.017172015,-0.010573815
2/24/2020,0.291434422,-0.013942933,0.005484389,1.377,-0.028031992,-0.031684227,-0.037214484,0.016762527,-0.034088046
2/25/2020,0.034509981,-0.026748935,0.003217605,1.33,-0.032487238,-0.067853238,-0.030200657,-0.015364988,-0.030747925
2/26/2020,-0.158456635,-0.010638586,-0.000333296,1.31,-0.057407688,-0.093573726,-0.023726146,-0.004198491,-0.003785675
2/27/2020,-0.211028576,-0.056411699,-0.002416379,1.299,-0.004092966,0.004743776,-0.034234193,0,-0.045168174
2/28/2020,0.06216332,-0.025322606,0.011059384,1.127,-0.012836218,3.14E-05,-0.050745781,-0.047385663,-0.00827245
3/2/2020,-0.201918265,0.043614518,0.004470622,1.088,0.03525074,0.051616085,0.043499372,0.017868933,0.045010865
3/3/2020,0.695970332,-0.002279743,0.006753637,1.01,-0.009274765,-0.026768573,0.009155818,0.030796399,-0.02851053
3/4/2020,-0.337358654,0.038205148,0.000718574,0.992,-0.003709744,0.000170803,-0.008514313,-0.000609162,0.041336351
3/5/2020,-0.176020906,-0.029858304,0.006106591,0.926,0.036284842,0.020936674,-0.018990644,0.015298862,-0.034510726
3/6/2020,0.011375164,-0.008950437,0.021065038,0.706,0.004811004,0.060328389,-0.106086996,0.002636943,-0.017201002
3/9/2020,-0.075507553,-0.080030644,0.003856454,0.499,-0.023014293,0.006443287,0.098721113,-0.009239327,-0.079010395
3/10/2020,-0.310452061,0.042220706,-0.029540317,0.748,-0.001757685,-0.006053775,-0.04099178,-0.01072575,0.048215081
3/11/2020,-0.472681804,-0.064331387,-0.009117887,0.82,0.000214989,-0.029821111,-0.045913771,-0.032255868,-0.050102857
3/12/2020,0.342752491,-0.104290252,-0.026903026,0.849,-0.464730175,-0.550731744,0.00727506,-0.047416289,-0.099944852
3/16/2020,-0.192243679,-0.198730758,0.011939422,0.728,-0.072645058,-0.124053496,-0.062913825,0.025908185,-0.127652141
3/17/2020,0.26038993,0.06211505,-0.038014252,0.997,0.041245526,0.029722932,-0.279920067,-0.031712737,0.058226287
3/18/2020,-0.496436886,-0.100993426,-0.046488483,1.266,0.002448204,0.007863501,0.2135741,0.000879597,-0.053222336
3/19/2020,1.145820772,0.002893454,-0.005075515,1.119,0.167104324,0.173452354,-0.117237982,0.003645451,0.004696846
3/23/2020,-0.044842678,-0.057951559,0.043166847,0.764,0.095783238,0.089827849,0.027445252,0.057775114,-0.029731491
3/24/2020,0.38731579,0.091517571,0.018866725,0.816,0.048444709,0.028136435,0.019794461,-0.016948014,0.089683157
3/25/2020,-0.218879153,0.049915989,0.025455308,0.858,-0.00801156,-0.018661997,-0.080314965,0.010845829,0.011468999
3/26/2020,-0.097287818,0.06840444,0.01332307,0.811,0.005281211,0.015776006,-0.049431963,-0.016005229,0.060543829
3/30/2020,0.419081346,0.018929003,0.011210804,0.67,0.082268449,0.056658402,0.019226621,-0.024085522,0.032966616
3/31/2020,0.841540537,-0.023252235,-0.0032496,0.698,0.001368107,0.005170975,-0.008335425,-0.003289477,-0.016142382
4/1/2020,-1.381641644,-0.069371275,-0.000643147,0.635,0.025777803,0.015162043,0.220481222,0.029653535,-0.045146329
4/2/2020,0.550097346,0.005048237,0.002209088,0.627,0.027888756,0.046068125,0.112679637,0.004908889,0.022572696
4/6/2020,-0.358720095,0.072130623,-0.002451918,0.676,0.068384015,0.164042374,-0.098651646,-0.007301487,0.067968231
4/7/2020,1.026803307,0.006826695,5.37E-05,0.736,-0.013201383,-0.02413929,0.059952269,0.000360339,-0.001604332
4/8/2020,0.023412441,0.066437429,0.004857529,0.764,0.021734626,0.044655449,-0.097464751,0.041633482,0.033489345
4/14/2020,-0.683810045,-0.015717167,0.001822437,0.752,-0.000381351,0.008390842,-0.012006147,-0.016935449,0.030114497
4/15/2020,0.630836659,-0.041955068,0.006020535,0.638,-0.029712937,-0.027725968,0,-0.003944778,-0.022276751
4/16/2020,0.895300456,-0.011668405,0.006049217,0.609,0.069029113,0.11609775,-0.083950686,-0.018301778,0.005799859
4/20/2020,0.430601081,-0.038906573,0.002282247,0.626,-0.043707893,-0.052668152,-0.367109821,-0.013847194,-0.018042794
4/21/2020,0.504065235,-0.017572153,0.003026308,0.571,-0.000237643,0.002553575,0.319633672,0.02964789,-0.031155168
4/22/2020,-0.112087043,0.016844066,-0.006087786,0.619,0.033849813,0.055521398,0.180142115,0.002657425,0.022671301
4/23/2020,0.23773309,-0.010199871,0.005713228,0.613,0.042973347,0.013215129,0.026317308,-0.005669999,-0.000539564
4/27/2020,-0.248185934,0.033667431,-0.007478827,0.656,0.014957356,-0.000470515,-0.03503543,-0.000818139,0.014606872
4/28/2020,-0.29786957,0.008640971,0.004310072,0.61,0.001468663,0.006018993,0.199196204,-0.004159472,-0.005256139
4/29/2020,0.608521602,0.013554993,-0.001361118,0.627,0.119841406,0.089388179,0.223940047,-0.01133558,0.026236663
4/30/2020,0.56715667,-0.011340084,-0.00220765,0.622,-0.016321978,-0.044127911,0.048689057,0.006097038,-0.009255117
5/4/2020,0.213649809,-0.003427255,-0.00010411,0.637,0.001705272,-0.013166942,0.186074519,-0.001465717,0.004240812
5/5/2020,0.403874018,0.004717496,-0.001497776,0.657,0.010093567,-0.006745982,-0.023482026,-0.011922469,0.008999952
5/6/2020,-0.09184838,-0.01797072,-0.009560302,0.711,0.029084126,-0.013234922,-0.018511256,0.022079582,-0.007003873
5/7/2020,0.279405089,0.013382796,0.007485762,0.631,0.071075367,0.039557082,0.049295547,-0.006935366,0.011438949
5/11/2020,-0.131978268,0.009106811,-0.008276967,0.726,-0.017817357,-0.014348086,0.065728782,0.005353426,0.000133106
5/12/2020,-0.100856004,-0.047076359,0.003353417,0.678,0.023289397,0.018121116,-0.019189937,0.005558333,-0.020713427
5/13/2020,0.514190742,-0.022898035,0.006712718,0.649,0.051521607,0.050876536,0.085956385,0.014021087,-0.017616956
5/14/2020,0.447734356,0.002869611,0.00322818,0.619,0.048814308,0.018679569,0.065649116,0.008764198,0.011458918
5/18/2020,0.603016285,0.057076949,-0.002993975,0.744,0.005757095,0.034941415,0.021145066,0.007134668,0.031015221
5/19/2020,-0.251816688,-0.01408226,0.008955166,0.711,0.000253181,-0.00501872,0.030006797,0.003662589,-0.010539757
5/20/2020,0.501437305,0.008597541,0.009198599,0.68,-0.021407054,-0.015839722,0.012757924,-0.01734364,0.016513934
5/21/2020,0.097134166,-0.001113666,-0.000775174,0.677,-0.047439781,-0.049832869,-0.019950044,0.008161893,-0.007803935
5/26/2020,0.127325628,0.036054646,-0.00269655,0.698,-0.008103064,-0.016784529,-0.045868672,0.003220992,0.012214262
5/27/2020,0.006681539,0.019438418,0.000103351,0.68,0.038410971,0.033896631,0.027061182,0.001752542,0.014718493
5/28/2020,-0.100317144,0.005253051,-0.003014486,0.705,0.036860715,0.051221325,0.051456437,0.01368058,-0.002110171
6/1/2020,0.250967688,0.023194908,-0.002368937,0.662,0.071989317,0.067042431,0.037928422,-0.00727696,0.003744242
6/2/2020,0.028546507,0.006755096,-0.001638361,0.68,-0.064749475,-0.040370979,0.012955647,-0.01600969,0.008177279
6/3/2020,0.034777474,0.03079919,-0.003142318,0.761,0.013229695,0.028918881,0.003212854,0.012351256,0.013556655
6/4/2020,-0.328205717,-0.010964129,-0.006418691,0.82,0.014793539,0.001011331,0.055627646,-0.025155225,-0.003374383
6/8/2020,-0.076125458,0.024461055,0.003034113,0.884,0.00129406,0.004649885,0.019448299,0.009610387,0.011969668
6/9/2020,0.454399513,-0.015486565,0.002986046,0.829,0.002474648,-0.005693795,0.016807118,-0.000816803,-0.007829755
6/10/2020,0.126670302,-0.025993126,0.005391197,0.748,0.007565917,0.010291388,-0.085910055,0.010855475,-0.005327243
6/11/2020,-0.269771146,-0.065666319,0.005721317,0.653,-0.057155719,-0.065733175,-0.002203858,-0.001560108,-0.060752759
6/15/2020,0.220567136,0.01269997,6.45E-05,0.702,0.006785862,-0.018040996,0.033380583,0.005391474,0.008277851
6/16/2020,-0.046319017,0.019389444,0.002858175,0.756,0.009197339,0.019327862,-0.011003517,-0.000231294,0.018784885
6/17/2020,0.075212741,-0.006431046,-0.000527246,0.733,-0.006075177,-0.005938233,0.02291767,-0.002547772,-0.003606796
6/18/2020,0.72222585,-0.017212844,0.003184961,0.694,-0.007242644,-0.003986461,0.023159198,0.01215908,0.000594012
6/22/2020,0.550112477,-0.003366117,0.000602668,0.704,0.036420399,0.057461002,-0.002226897,0.008728235,0.006474056
6/23/2020,-0.075176919,-0.004455945,-0.003068413,0.709,-0.001977301,0.006612083,-0.060237652,-0.003561439,0.004298191
6/24/2020,0.126891752,-0.027314444,-0.000372959,0.684,-0.033370923,-0.03488345,0.018506979,-0.002097566,-0.026195279
6/25/2020,-0.613503118,0.012017221,0.001747848,0.674,-0.005253081,-0.012067011,-0.005957795,0.0058847,0.01089985
6/29/2020,0.240822479,0.016761867,-0.002536479,0.636,0.005156697,0.012557775,-0.010890319,0.010202454,0.014578908
6/30/2020,-0.219990726,0.012136991,0.00276675,0.653,-0.005768118,-0.008272114,0.01390843,-0.011104371,0.015292334
7/1/2020,0.384180559,0.023811329,0.001546553,0.682,0.009836785,0.020980738,0.020629537,0.00607221,0.005009542
7/6/2020,0.340068982,-0.000414172,0.002729796,0.684,0.032690364,0.059038323,-0.000246154,0.008740001,0.015756943
7/7/2020,-0.183483795,-0.019770137,0.00547517,0.65,-0.013227475,-0.010132272,0.006869507,0.006243632,-0.010877509
7/8/2020,0.242927522,-0.001495218,-0.00061809,0.653,0.018849585,0.031271932,-0.031796022,-0.00901879,0.007797026
7/9/2020,-0.1131297,-0.006201024,0.008781298,0.605,-0.016076773,-0.014924339,0.023201739,-0.000555957,-0.005659625
7/13/2020,0.514455392,-0.012715566,0.000213079,0.64,-0.003551358,-0.010491791,0.004726965,-0.000220897,-0.009406624
7/14/2020,-0.007541151,0.008525411,0.001652955,0.615,-4.33E-05,0.002529733,0.022334957,0.000441745,0.013317285
7/15/2020,-0.16037066,0.009041522,0.000475345,0.63,-0.005465062,-0.007471131,-0.010982417,-0.007035845,0.009041045
7/16/2020,-0.303883704,-0.012913208,0.003084245,0.612,-0.006614939,-0.020263348,-0.003934109,0.005322996,-0.003411918
7/20/2020,-0.012831979,-0.012487455,0.002442825,0.62,-0.002352686,-0.009836362,0.027789634,0.014487857,0.008371764
7/21/2020,-0.173648213,0.002558665,0.002138799,0.607,0.022726572,0.036845858,-0.001430957,0.011709293,0.001677641
7/22/2020,0.339308569,0.016144489,0.001836707,0.595,0.015923467,0.067745415,-0.020007899,0.013322162,0.00573064
7/23/2020,-0.127648079,-0.005447895,0.002921843,0.582,0.005831453,0.046567868,0.005342412,0.004331298,-0.012396345
7/27/2020,0.268604351,0.010972843,-0.002649533,0.609,0.104008666,0.037619386,-0.013552966,0.00706972,0.00736792
7/28/2020,-0.145833969,0.020152364,0.001399927,0.581,-0.007126664,-0.015221416,0.005588643,0.004514912,-0.006494444
7/29/2020,0.416580373,0.019048234,-0.002528728,0.579,0.017048707,0.004831496,-0.033258392,-0.005749798,0.012351783
7/30/2020,-0.310436711,-0.006884723,0.005014031,0.541,0.000967608,0.05024438,0.008729323,0.010499187,-0.003757311
8/3/2020,-0.166746704,-0.012823141,-0.004636583,0.563,0.017286053,0.041284931,0.016685189,0.017745979,0.007155366
8/4/2020,-0.383158739,0.01324482,0.005057026,0.515,-0.003603747,0.009225671,0.011682097,0.014830518,0.003605453
8/5/2020,-0.14662918,-0.003670505,-0.000593619,0.543,0.047160038,0.029605675,-0.005704793,0.009993715,0.006409158
8/6/2020,0.053538757,0.001560153,0.001606903,0.536,0.002784145,-0.016643683,-0.017554857,-0.020386761,0.006407158
8/10/2020,-0.13291888,0.000114992,-0.002785603,0.574,0.017184201,0.012114688,-0.007899502,-0.046407114,0.002738483
8/11/2020,0.196073274,-0.016064816,-0.011283354,0.658,-0.040161113,-0.039948827,0.025155574,0.001189399,-0.008001047
8/12/2020,0.529604545,0.01099368,-0.002096108,0.67,0.015169301,0.027587937,-0.010128458,0.011203735,0.013899456
8/13/2020,-0.436331607,-0.01369882,-0.007744643,0.716,0.017048854,0.092085478,-0.005459954,-0.010118996,-0.002049224
8/17/2020,-0.22961226,0.00935578,0.000977461,0.683,0.02995176,-0.009858259,0,0.007228221,0.002706209
8/18/2020,0.546038999,-0.002119911,0.002344548,0.669,-0.021709414,-0.013741271,0.000932184,-0.020566148,0.002300729
8/19/2020,-0.447974313,-0.016207142,-0.000962501,0.675,-0.019617887,-0.041458413,-0.008186223,-0.012794009,-0.004414144
8/20/2020,-0.091658784,0.005524672,0.003566735,0.644,0.010161328,0.024247074,-0.005652394,0.000413608,0.003153681
8/24/2020,-0.121394981,0.003711374,0.001170923,0.646,0.009364458,0.041930104,0.016983077,-0.008282376,0.009993581
8/25/2020,-0.222964413,0.002231975,-0.004477045,0.682,-0.035306004,-0.060975278,0.000922297,0.015003526,0.003589874
8/26/2020,0.063050949,-0.008040721,-0.001783783,0.687,0.010696334,0.006398963,-0.008099084,-0.00989056,0.010144041
8/27/2020,0.100621659,0.018342715,-0.010910843,0.746,-0.014463478,-0.009968883,-0.001627718,0.02213049,0.001671626
9/1/2020,0.769789978,-0.003776734,0.004869575,0.672,0.024495288,0.092095982,-0.029668724,-0.017322219,0.007496876
9/2/2020,-0.839384773,0.011863239,0.007203818,0.651,-0.047599829,-0.08075855,-0.003378382,-0.003521495,0.015248998
9/3/2020,-0.006189193,-0.006970705,0.002677177,0.622,-0.108024907,-0.13187966,-0.039443121,-0.00192133,-0.035757587
9/8/2020,-0.044538802,-0.002086134,0.004556566,0.684,-0.023223906,-0.043674658,0.034490787,0.006034523,-0.028148867
9/9/2020,0.213891675,0.003629701,-0.004099974,0.703,0.010879836,0.039231592,-0.019907758,0.004873179,0.019944799
9/10/2020,0.087861356,-0.005793353,0.004314633,0.685,0.011724294,0.047260186,0.000803966,-0.008427594,-0.01774124
9/14/2020,0.300439243,0.030086859,0.001360099,0.671,0.034003651,0.031500291,0.027007201,0.00163708,0.012661315
9/15/2020,-0.321666381,0.017045306,-0.001196285,0.679,0.010812511,-0.033501373,0.047943909,0.001991575,0.005205812
9/16/2020,-0.744078673,0.007488059,-0.001021122,0.687,0.016347532,0.002663605,0.019968616,-0.010358536,-0.004629658
9/17/2020,0.415772646,-0.03033865,0.00332427,0.684,-0.002364092,0.061508445,0.003411309,0.006217743,-0.008447955
9/21/2020,-0.403290649,-0.03551419,-7.56E-05,0.671,-0.04449331,-0.08215942,0.007350179,-0.001368493,-0.011638591
9/22/2020,0.222107091,0.020895921,0.000831716,0.664,0.007256944,0.007918283,0.008298803,-0.02059405,0.010463014
9/23/2020,-0.481293453,-0.035796668,-0.001802927,0.676,-0.028125829,-0.070299935,0.009471656,0.004506204,-0.024007294
9/24/2020,1.043000164,0.012327246,-0.00011358,0.666,0.048936137,0.08428692,-0.001489573,-0.005689763,0.002982954
9/28/2020,0.568610964,0.021123296,-0.001658554,0.663,-0.006108227,-0.006396569,-0.032798033,0.01141474,0.015982151
9/29/2020,-0.36760101,-0.011894864,0.003314361,0.645,0.012525584,0.012863103,0.023394351,-0.003596175,-0.004824245
9/30/2020,-0.449942186,0.008679842,-0.002693664,0.677,-0.005561904,0.000501548,-0.038008122,0.011011993,0.008219834
10/1/2020,0.122480388,-0.000659248,-2.53E-05,0.677,-0.015421675,-0.018880243,-0.044087911,-0.004306051,0.005278935
10/5/2020,-0.060501294,-0.000640386,-0.006425081,0.762,0.011532278,0.003900096,0.036303899,-0.005978621,0.017813057
10/6/2020,-0.124714008,0.012960364,0.008452169,0.742,-0.017659664,-0.037832512,-0.017862048,-0.009247827,-0.014072027
10/7/2020,0.162981079,-0.005187161,-0.005979034,0.785,0.006069812,0.00290877,0.030566836,0.002650974,0.017247172
10/8/2020,0.161300345,0.009918471,0.00452248,0.765,0.022861385,0.025868653,-0.014427442,0.016228922,0.007978173
10/12/2020,0.092164068,0.000843069,0.000215784,0.777,0.014924866,0.033007698,0.019340048,-0.017843559,0.016282508
10/13/2020,-0.089672717,-0.017215121,0.007183085,0.727,-0.011267026,-0.017012531,0.020680205,0.006755,-0.00632688
10/14/2020,0.172815019,-0.00978326,0.000743181,0.722,0.000315674,-0.004487407,-0.00195122,0.000998817,-0.006645169
10/15/2020,0.339281569,0.008721899,-0.002875015,0.731,0.005744241,-0.005396066,-0.001955035,-0.00126183,-0.001528971
10/19/2020,0.345754173,-0.007377803,-0.001669407,0.761,0.022276341,0.004542448,0.015312002,0.002095997,-0.016464624
10/20/2020,-0.470054534,0.003348216,-0.005724928,0.797,0.014734826,-0.028834202,-0.035099934,0.00740551,0.004716138
10/21/2020,0.469799984,-0.004684642,-0.002192005,0.816,0.073384054,0.060578761,0.01512363,-0.012285488,-0.002198097
10/22/2020,0.408303913,0.001188054,-0.002810749,0.848,0.011027988,0.053571121,-0.019630398,0.000473298,0.005205374
10/26/2020,0.238613207,-0.011737762,0.00519323,0.801,0.003376507,-0.030822021,0.025855786,0.003200842,-0.018764495
10/27/2020,-0.494748806,-0.00418478,0.002586536,0.778,0.043327559,0.025340169,-0.056667966,-0.017226318,-0.003030194
10/28/2020,0.511922201,-0.036279927,-0.002688105,0.781,-0.028445849,-0.038726408,-0.033173243,-0.005665738,-0.035925571
10/29/2020,-0.132123272,0.016059641,-0.008095146,0.835,0.012475103,-0.004954102,-0.010561521,0.006305124,0.011876501
11/2/2020,-0.207130609,0.015159242,0.002406032,0.849,-0.01367823,-0.033874167,0.028101023,0.006900606,0.012242942
11/3/2020,0.348076888,0.032169166,-0.001547899,0.882,0.029078415,0.011535343,0.022828976,0.009529146,0.017642761
11/4/2020,-0.234256168,0.011372242,0.014804731,0.768,0.013061445,0.036825769,0.038801899,-0.007309859,0.021807517
11/5/2020,-0.23625322,-0.001623006,0.001978489,0.776,0.097415811,0.029223391,-0.009237941,0.026408472,0.019273263
11/6/2020,0.9307068,-0.011002543,-0.004062021,0.82,-0.00089693,0.093651657,-0.043467926,0.002567,-0.000287754
11/9/2020,-0.001941859,0.051829812,-0.011531279,0.958,-0.0095582,-0.020924318,0.081408743,-0.051069332,0.011631958
11/10/2020,0.273663622,-0.008313285,-0.001894304,0.972,-0.002704687,0.012343651,0.026210931,0.011908095,-0.001400783
11/11/2020,0.100286354,0.01113044,7.69E-05,0.958,0.026488016,0.029106439,0.002173651,-0.007869209,0.007622761
11/12/2020,-0.762185005,-0.013577823,0.009638137,0.885,0.035966701,-0.00423233,-0.00799326,0.006375079,-0.010028679
11/13/2020,0.817501818,0.019174193,-0.000114195,0.893,0.002544313,0.029118544,-0.024370437,0.006971265,0.013518577
11/16/2020,0.10291094,0.013626752,0.000253749,0.906,0.046563899,0.02728816,0.02970637,0.000848132,0.011580732
11/17/2020,0.08640581,0.003930482,0.00501102,0.872,0.054102476,0.043439267,0.002174702,-0.001484703,-0.004803476
11/18/2020,0.041826103,-0.005859893,0.002055344,0.882,0.008948,-0.001825311,0.009369438,-0.005854194,-0.011631213
11/19/2020,-0.007070653,-0.016135283,0.004210956,0.854,0.00073462,-0.016514976,-0.001914792,-0.006640628,0.003938654
11/20/2020,-0.053641019,0.000127109,0.005067293,0.829,0.044148763,0.077714057,0.009774783,0.006160129,-0.006815716
11/23/2020,0.177241472,0.007314618,-0.002574229,0.857,-0.000320185,0.086440356,0.021359807,-0.018758635,0.005620095
11/24/2020,-0.280822663,0.002771142,-0.00330873,0.882,0.039680268,-0.007516459,0.042065995,-0.018119422,0.016032508
11/25/2020,-0.231870938,-0.005943623,-0.000577643,0.878,-0.019839332,-0.056564644,0.017656605,0.000498546,-0.001585672
11/27/2020,-0.391900668,-0.003789247,0.005661125,0.842,-0.002464795,-0.002523287,-0.003945643,-0.013268117,0.002394057
11/30/2020,0.139805524,-0.011497445,0.001322983,0.844,0.076663152,0.065678652,-0.004181804,-0.003485499,-0.004606081
12/1/2020,-0.661796651,0.013936013,-0.008366677,0.934,-0.042830531,-0.045789289,-0.017577491,0.021394766,0.011208122
12/2/2020,0.783245622,-0.007248617,-0.001006707,0.948,0.020950814,0.018602909,0.01625328,0.006373998,0.001789549
12/3/2020,-0.613565908,0.00606535,0.006525554,0.92,0.012643316,0.03021705,0.007919091,0.006061452,-0.000624341
12/4/2020,0.551972198,0.009985911,-0.007583689,0.969,-0.039099467,-0.079894141,0.013493132,-0.000490103,0.008797424
12/7/2020,-0.18940002,-0.004489769,0.00443917,0.928,-0.007965956,-0.01686422,-0.01086731,0.014008937,-0.001937471
12/8/2020,0.369617861,-0.002273519,0.001065985,0.913,-0.04641846,-0.064584324,-0.003502631,0.004822385,0.002783261
12/9/2020,-0.371911966,-0.012996106,-0.005996812,0.941,0.012625041,0.033063817,-0.001755927,-0.019539673,-0.007980984
12/10/2020,-0.054513909,-0.002123083,0.004403686,0.908,-0.01569464,-0.024358977,0.027303971,-0.000545227,-0.001285943
12/11/2020,0.031983633,-0.004001932,0.000276156,0.893,-0.011347356,-0.025114785,-0.004499204,0.003375623,-0.001265761
12/14/2020,-0.233341764,0.000987686,-0.001029698,0.892,0.005431863,-0.006212691,0.008978256,-0.006051538,-0.004368796
12/15/2020,-0.145677291,0.011055281,-0.002566297,0.923,0.008816158,0.005690872,0.013318028,0.012822778,0.012838448
12/16/2020,0.355112284,0.003658157,0.001661297,0.92,0.093051598,0.076454688,0.004191121,0.002049402,0.001771278
12/17/2020,0.466049288,0.011299076,-3.77E-05,0.93,0.067782427,0.010456496,0.011229064,0.016616737,0.005741127
12/18/2020,-0.507678102,-0.014872255,-0.00181253,0.948,0.014487681,0.018407191,0.015186009,-0.000795144,-0.003517279
12/21/2020,-0.11491513,-0.013145306,0.001045123,0.941,-0.029138077,-0.04563369,-0.028089414,-0.00345295,-0.003913931
12/22/2020,0.19421934,0.005746512,0.003354633,0.918,0.042076568,0.040235005,-0.015196578,-0.00672756,-0.002075268
12/23/2020,-0.342781208,-0.004514407,-0.004097439,0.955,-0.023039437,-0.083983181,0.023124848,0.004330052,0.000745533
12/24/2020,0.133825229,0.008483284,0.003369674,0.928,0.021057909,0.046678046,0.002283343,0.002769937,0.003530337
12/29/2020,-0.02513262,-9.94E-05,0.000275658,0.935,0.010198177,0.001536069,0.00794817,0.001330885,-0.002229847
12/30/2020,0.563065598,0.001844199,0.00183995,0.926,0.052625182,0.027104735,0.008298803,0.0059936,0.001340648
12/31/2020,-0.388601902,0.007469276,0.002847119,0.917,0.005558802,-0.018552089,0.00247627,0.001109907,0.006418197
1/4/2021,-0.032260862,-0.021685729,-0.002834614,0.917,-0.025022468,0.064241993,-0.018723243,0.026892026,-0.014864718
1/5/2021,0.464125444,-0.002000209,-0.007657294,0.955,0.061280012,0.055870972,0.047369183,0.004105307,0.007057576
1/6/2021,0.37432251,0.001511285,-0.012260136,1.042,0.080021828,0.092915153,0.013922261,-0.023734143,0.005693661
1/7/2021,-0.498858022,-0.006319463,-0.001813075,1.071,0.066870924,0.015263361,0.003942445,0.002827819,0.014738221
1/8/2021,-0.318079662,0.002645204,-0.001854778,1.105,0.03559289,-0.001209006,0.027361754,-0.041752808,0.005476866
1/11/2021,-0.713738014,-0.012229079,-0.001576065,1.132,-0.075513901,-0.146582163,0.000191406,0.008415502,-0.006576374
1/12/2021,-0.201998016,0.002830925,-0.001373071,1.138,-0.047316478,-0.043793326,0.018206458,-0.003628982,0.000415746
1/13/2021,0.210630913,0.012784793,0.009877349,1.088,0.095339721,0.080353994,-0.005653992,0.005789276,0.002273018
1/14/2021,-0.306063741,0.013106248,-0.004690117,1.129,0.048921613,0.074710286,0.012396853,-0.001781906,-0.0037605
1/15/2021,0.068300428,0.003104825,0.002220352,1.097,-0.062166499,-0.039011473,-0.022846269,-0.011414408,-0.007215991
1/19/2021,-0.131880097,0.000141509,0.001833391,1.092,-0.015413523,0.09117179,0.011771543,0.005560416,0.008103481
1/20/2021,-0.130662373,0.020009395,-0.00026716,1.09,-0.014579217,0.003607921,0.00489551,0.014249715,0.013839369
1/21/2021,-0.057701612,-0.008568469,-0.004105421,1.109,-0.142528131,-0.208999691,-0.002068253,-0.000321612,0.000316681
1/22/2021,0.044642194,0.002152462,0.001034318,1.091,0.068333411,0.097564368,-0.016319148,-0.005159915,-0.003015127
1/25/2021,-0.125558336,0.011273591,0.004685698,1.04,0.002382269,-0.049490203,0.009520255,-0.000431197,0.003609282
